Score,Název,IČO,Město,Ulice,PSČ,Kraj,Email,Telefon,Web,Typ,Zásilkový,E-recept,Lékárník,Tier,eWay Status
100,Lékárna Hvězda Petřiny,05646308,Praha,Křenova 438/3,16200,Praha,lekarna@hvezdapetriny.cz,220611472,http://www.hvezdapetriny.cz,Lékárna,Ano,Ano,PharmDr. Lucia Rusňáková,Tier 1,unknown
100,Lékárna Krupská,27136019,Praha,Ke Strašnické 3304/5a,10000,Praha,"lekarnakrupska@seznam.cz, info@lekarnakrupska.cz","739 463 141, 739 463 150",http://www.lekarnakrupska.cz,Lékárna,Ano,Ano,Mgr. Jiří Machálek,Tier 1,unknown
100,Lékárna Magnolia,27790363,Ostrava,28. října 2658/155,70900,Moravskoslezský kraj,magnolia2@outlook.cz,591 134 324,http://www.lekarna-magnolia.cz,Lékárna,Ano,Ano,Mgr. Kristýna Farkasová,Tier 1,unknown
100,Lékárna Mediexpert,03942767,Praha,Slavětínská 1072/68,19014,Praha,"klanovice@mediexpert.cz, lekarna@mediexpert.cz",608 730 873,https://www.mediexpert.cz,Lékárna,Ano,Ano,PharmDr. Ivana Jonáková,Tier 1,unknown
100,Lékárna NOVA,45478520,Brno,Botanická 61/67,60200,Jihomoravský kraj,lekarna@lekarnanova.cz,"549 216 487, 549 245 817, 737 378 242",http://www.lekarnanova.cz,Lékárna,Ano,Ano,PharmDr. Darina Zapletalová,Tier 1,unknown
100,Lékárna Opletalova,24794155,Praha,Opletalova 1535/4,11000,Praha,"lekarna-elba@seznam.cz, lekarna.opletalova@seznam.cz","224 220 703, 775 573 835",http://www.lekarnaopletalova.cz,Lékárna,Ano,Ano,PharmDr. Samar Kolář Nabbout,Tier 1,unknown
100,Lékárna Osadní,25979540,Praha,Osadní 774/35,17000,Praha,osadni@ipcnet.cz,607 036 327,http://www.lekarny-ipc.cz/,Lékárna,Ano,Ano,Mgr. Karel Kraus,Tier 1,unknown
100,Lékárna Palladium,26905795,Praha,náměstí Republiky 1078/1,11000,Praha,palladium@ipcnet.cz,224 829 073,http://www.lekarnapalladium.cz,Lékárna,Ano,Ano,PharmDr. Jana Peřinová,Tier 1,unknown
100,Lékárna Poliklinika Bory,49787632,Plzeň,Čechova 2641/44,30100,Plzeňský kraj,lekarna@poliklinikabory.cz,377 374 564,http://www.poliklinikabory.cz,Lékárna,Ano,Ano,Mgr. Tomáš Harcuba,Tier 1,unknown
100,Lékárna Remus,06346227,Plzeň,Žlutická 1839/9,32300,Plzeňský kraj,info@lekarnaremus.cz,"377 520 755, 601 159 236",http://www.fairnature.cz/kontakt,Lékárna,Ano,Ano,Mgr. Kateřina Broulová,Tier 1,unknown
100,Lékárna U Madony,40275981,Ostrava,Nádražní 427/179,70200,Moravskoslezský kraj,lekarnaumadony@iol.cz,596 136 542,https://www.lekarna-u-madony.cz,Lékárna,Ano,Ano,Mgr. Klára Hinterreiter,Tier 1,unknown
100,Lékárna U Pošty,24217093,Brno,Spáčilova 1109/15,61800,Jihomoravský kraj,lekarnauposty@vamida.cz,"548 210 591, 601 200 799","http://www.lekarnauposty.cz/, http://www.vamida.at/, http://www.vamida.de",Lékárna,Ano,Ano,PharmDr. Marie Barešová,Tier 1,unknown
100,Lékárna v Bezovce,28034325,Plzeň,V Bezovce 1909/4,30100,Plzeňský kraj,lekbezovka@seznam.cz,377 423 462,http://www.lekarnavbezovce.cz,Lékárna,Ano,Ano,Mgr. Renata Kůrková Frýbertová,Tier 1,unknown
100,Pharmacentrum DBK,03661989,Praha,Budějovická 1667/64,14000,Praha,pharmacentrum.dbk@mediconpharm.cz,227 777 318,http://www.pharmacentrum.cz,Lékárna,Ano,Ano,Mgr. Silvie Vondrášková,Tier 1,unknown
95,BENU Lékárna,49621173,Praha,U tabulky 3091,19300,Praha,"praha.pocernice@benu.cz, praha.pocernice@benu.cz","739024608, 739024608",http://rohlik.cz/lekarna,Lékárna,Ano,Ne,Mgr. Simona Mrázková,Tier 1,unknown
95,BENU Lékárna,49621173,Brno,Trnkova 3118/119c,62800,Jihomoravský kraj,brno.rohlik@benu.cz,734 838 819,http://www.benu.cz,Lékárna,Ano,Ne,PharmDr. Eva Hrazdilová,Tier 1,unknown
95,BENU Lékárna,49621173,Ostrava,17. listopadu 6242,70800,Moravskoslezský kraj,ostrava.eshop@benu.cz,737 233 944,www.benu.cz,Lékárna,Ano,Ne,PharmDr. Eva Ťupová,Tier 1,unknown
95,BENU Lékárna,49621173,Praha,U silnice 949/11,16100,Praha,rohlik@benu.cz,731497277,http://rohlik.cz/lekarna,Lékárna,Ano,Ne,PharmDr. Jaroslav Kušnír,Tier 1,unknown
95,"BENU Lékárna, distribuční sklad PHOENIX LV s.r.o.",49621173,Brno,Vinohradská 1117/72,61800,Jihomoravský kraj,brno.eshop@benu.cz,732691268,https://www.benu.cz/,Lékárna,Ano,Ne,Mgr. Petra Dittrichová,Tier 1,unknown
95,Brněnská lékárna,21285659,Brno,Jugoslávská 768/9,61300,Jihomoravský kraj,brnenska.lekarna@seznam.cz,601554106,www.brnenskalekarna.cz,Lékárna,Ano,Ne,PharmDr. Eva Mokrá,Tier 1,unknown
95,CENTRAL APOTHEKE,29077567,Karlovy Vary,Stará Louka 370/20,36001,Karlovarský kraj,"centralapotheke@email.cz, Karlovyvary1@kuc-kuc.cz, sales@centralapotheke.cz",607 079 649,"http://www.centralapotheke.cz, http://www.karlovyvary1.kuc-kuc.cz",Lékárna,Ano,Ano,Mgr. Natálie Denysjuk,Tier 2,unknown
95,Dr. Max LÉKÁRNA,28511298,Ostrava,Varenská 3309/50,70200,Moravskoslezský kraj,LEK750@drmax.cz,225 574 750,www.drmax.cz,Lékárna,Ano,Ne,Mgr. Zuzana Sládková,Tier 1,unknown
95,Dr. Max LÉKÁRNA,28511298,Teplice,Čs. dobrovolců 3356,41501,Ústecký kraj,teplice.csdobrovolcu@drmax.cz,225574559,http://www.drmax.cz,Lékárna,Ano,Ano,Mgr. Barbora Maršíková,Tier 2,unknown
95,Dr. Max LÉKÁRNA,28511298,Příbram,Evropská 369,26101,Středočeský kraj,pribram.evropska@drmax.cz,225574552,www.drmax.cz,Lékárna,Ano,Ano,PharmDr. Petra Labaštová,Tier 2,unknown
95,Dr. Max LÉKÁRNA,28511298,Tábor,Volgogradská 2972,39005,Jihočeský kraj,lek016@drmax.cz,225 574 016,http://www.drmax.cz,Lékárna,Ano,Ano,Mgr. Ellen Jakubčíková,Tier 2,unknown
95,Dr. Max LÉKÁRNA,28511298,Chomutov,Farského 4732,43001,Ústecký kraj,chomutov2@drmax.cz,225574149,http://www.drmax.cz,Lékárna,Ano,Ano,Mgr. Martina Kožíšková,Tier 2,unknown
95,Dr. Max LÉKÁRNA,28511298,Most,Kabátnická 1705,43401,Ústecký kraj,most@drmax.cz,225574012,http://www.drmax.cz,Lékárna,Ano,Ano,Mgr. Ivona Čížková,Tier 2,unknown
95,Dr. Max LÉKÁRNA,28511298,Ostrava,Horní 283/87,70030,Moravskoslezský kraj,LEK680@drmax.cz,595 782 988,www.drmax.cz,Lékárna,Ano,Ne,Mgr. Lenka Hrubá Žižková,Tier 1,unknown
95,Dr. Max LÉKÁRNA,28511298,Havířov,Před Tratí 891/2,73564,Moravskoslezský kraj,lek005@drmax.cz,225574005,http://www.drmax.cz,Lékárna,Ano,Ano,Mgr. Urszula Drobek,Tier 2,unknown
95,Dr. Max LÉKÁRNA,28511298,Frýdek-Místek,Příborská 2270,73801,Moravskoslezský kraj,frydek2@drmax.cz,"558 635 055, 225 574 067",http://www.drmax.cz,Lékárna,Ano,Ano,Mgr. Gabriela Šnytová,Tier 2,unknown
95,Dr. Max LÉKÁRNA,28511298,Karviná,tř. 17. listopadu 883/2a,73401,Moravskoslezský kraj,karvina3@drmax.cz,596321973,http://www.drmax.cz,Lékárna,Ano,Ano,Mgr. Sabina Dudášová,Tier 2,unknown
95,Dr. Max LÉKÁRNA,28511298,České Budějovice,České Vrbné 2327,37011,Jihočeský kraj,lek087@drmax.cz,225 574 087,http://www.drmax.cz,Lékárna,Ano,Ano,PharmDr. Kateřina Formánková,Tier 2,unknown
95,Dr. Max LÉKÁRNA,28511298,Zlín,Tyršovo nábřeží 5496,76001,Olomoucký kraj,zlin2@drmax.cz,225574051,http://www.drmax.cz,Lékárna,Ano,Ano,Mgr. Helena Zuzaníková,Tier 2,unknown
95,Dr.Max LÉKÁRNA,28511298,Kladno,Italská 50,27201,Středočeský kraj,kladno@drmax.cz,225 574 002,http://www.drmax.cz,Lékárna,Ano,Ano,PharmDr. Jana Novotná,Tier 2,unknown
95,Dr.Max LÉKÁRNA,28511298,Jihlava,Romana Havelky 4842/1a,58601,Kraj Vysočina,jihlava@drmax.cz,225574034,http://www.drmax.cz,Lékárna,Ano,Ano,Mgr. Lenka Šimková,Tier 2,unknown
95,Dr.Max LÉKÁRNA,28511298,Děčín,Oblouková 1395/4,40502,Ústecký kraj,decin@drmax.cz,225574055,http://www.drmax.cz,Lékárna,Ano,Ano,Mgr. Tibor Kirsch,Tier 2,unknown
95,Dr.Max LÉKÁRNA,28511298,Liberec,Dr. Milady Horákové 586/90a,46007,Liberecký kraj,"liberec2@drmax.cz, lek077@drmax.cz",225 574 077,http://www.drmax.cz,Lékárna,Ano,Ano,PharmDr. Marek Kolenič,Tier 2,unknown
95,Dr.Max LÉKÁRNA,28511298,Liberec,Sousedská 600,46001,Liberecký kraj,liberec.sousedska@drmax.cz,225 574 447,http://www.drmax.cz,Lékárna,Ano,Ano,PharmDr. Vojtěch Grande,Tier 2,unknown
95,Dr.Max LÉKÁRNA,28511298,Brno,Cimburkova 593/4,61200,Jihomoravský kraj,"brno.cimburkova@drmax.cz, lek678@drmax.cz",225574678,https://www.drmax.cz/,Lékárna,Ano,Ne,PharmDr. Jana Kúdeľová,Tier 1,unknown
95,Dr.Max LÉKÁRNA,28511298,Hradec Králové,Pilnáčkova 436/11,50003,Královéhradecký kraj,hradec@drmax.cz,225 574 038,http://www.drmax.cz,Lékárna,Ano,Ano,PharmDr. Lucie Ibrmajerová,Tier 2,unknown
95,Dr.Max LÉKÁRNA,28511298,Brno,Zaoralova 3149/10,62800,Jihomoravský kraj,lek850@drmax.cz,793948871,www.drmax.cz,Lékárna,Ano,Ne,PharmDr. Veronika Veselská,Tier 1,unknown
95,Dr.Max LÉKÁRNA,28511298,Praha,F.V.Veselého 2720/13,19300,Praha,LEK400@drmax.cz,225 574 400,http://www.drmax.cz,Lékárna,Ano,Ne,PharmDr. David Briestenský,Tier 1,unknown
95,Dr.Max LÉKÁRNA,28511298,Praha,Skandinávská 144/25,15500,Praha,praha.skandinavska@drmax.cz,225 574 613,http://www.drmax.cz,Lékárna,Ano,Ne,Mgr. Alena Šmehlíková,Tier 1,unknown
95,Dr.Max LÉKÁRNA,28511298,Pardubice,Masarykovo náměstí 2799,53002,Pardubický kraj,lek653@drmax.cz,225 574 653,http://www.drmax.cz,Lékárna,Ano,Ano,Mgr. Jana Sochová,Tier 2,unknown
95,Dr.Max LÉKÁRNA,28511298,Znojmo,Dobšická 3929/4,66902,Jihomoravský kraj,znojmo.dobsicka@drmax.cz,225574582,https://www.drmax.cz/,Lékárna,Ano,Ano,PharmDr. Lucia Hanáková,Tier 2,unknown
95,EUC Lékárna,01918028,Praha,Opatovská 1763/11,14900,Praha,lekarna.opatovska.praha@euc.cz,"272 681 337, 606 059 747","http://www.medifin.eu, https://euc.cz/",Lékárna,Ano,Ne,Mgr. Zdeněk Cihlář,Tier 1,unknown
95,Lékárna ALFA,25543113,Přerov,nám. Přerovského povstání 2803/1,75002,Olomoucký kraj,alfa@mens.cz,581 204 419,http://www.lekarna-alfa.cz,Lékárna,Ano,Ano,Mgr. Martina Uričová,Tier 2,unknown
95,Lékárna AVE,09169733,Praha,Jungmannovo náměstí 763/3,11000,Praha,mustek@lekarnaave.cz,601 201 485,http://www.lekarnaave.cz,Lékárna,Ano,Ne,Mgr. Ivana Ihnátová,Tier 1,unknown
95,Lékárna AVE,26863090,Praha,Počernická 699/62e,10800,Praha,malesice@lakarnaave.cz,722 951 669,http://www.lekarnaave.cz,Lékárna,Ano,Ne,Mgr. Natália Štefčáková,Tier 1,unknown
95,Lékárna AVE,26863090,Ostrava,Dr. Martínka 1295/2b,70030,Moravskoslezský kraj,hrabuvka@lekarnaave.cz,607 276 300,www.lekarnaave.cz,Lékárna,Ano,Ne,Mgr. Lenka Janoušková,Tier 1,unknown
95,Lékárna AVE,24821276,Brno,Svatopetrská 735/20a,61700,Jihomoravský kraj,komarov@lekarnaave.cz,601201486,https://www.lekarnaave.cz/,Lékárna,Ano,Ne,Mgr. Jaroslava Krmelová,Tier 1,unknown
95,Lékárna AVE,08858934,Hradec Králové,Masarykovo náměstí 538/2,50002,Královéhradecký kraj,hradec@lekarnaave.cz,601 201 483,http://www.lekarnaave.cz,Lékárna,Ano,Ano,Mgr. Hana Ondraschková,Tier 2,unknown
95,Lékárna AVE,26863090,Praha,V celnici 1028/10,11000,Praha,masarykova@lekarnaave.cz,601 201 489,http://www.lekarnaave.cz,Lékárna,Ano,Ne,Mgr. Lucie Cienciala,Tier 1,unknown
95,Lékárna AVE s.r.o.,26863090,Olomouc,tř. Kosmonautů 1294/29,77900,Olomoucký kraj,olomouc@lekarnaave.cz,"585 220 936, 607 041 960",http://www.lekarnaave.cz,Lékárna,Ano,Ano,PharmDr. Rafael Perutka,Tier 2,unknown
95,Lékárna Budoucnost,27802116,Ostrava,Dr. Martínka 1392/14a,70030,Moravskoslezský kraj,lekarna.budoucnost@seznam.cz,596 768 226,http://www.lekarna-bella.cz,Lékárna s OOVL,Ano,Ano,Mgr. Irena Mišková,Tier 1,unknown
95,Lékárna Erbenova,05566312,Praha,Erbenova 193/7,15000,Praha,lekarna.vmt@gmail.com,602585119,https://www.alphega.cz/219394,Lékárna s odb. prac. (LO),Ano,Ano,Mgr. Josef Jilemnický,Tier 1,unknown
95,Lékárna Holásecká,21370281,Brno,Holásecká 775/31,62000,Jihomoravský kraj,lekarnaturany@euphrasia.cz,545 219 468,https://www.euphrasia.cz/,Lékárna,Ano,Ne,PharmDr. Petra Francová,Tier 1,unknown
95,Lékárna ipc Horymírova,25965522,Ostrava,Jugoslávská 2910/69,70030,Moravskoslezský kraj,horymirova@ipcnet.cz,604 580 050,ipcgroup.cz,Lékárna,Ano,Ne,Mgr. Barbora Bělunková,Tier 1,unknown
95,Lékárna ipc JANSKÉHO,02264251,Praha,Janského 2254/45,15500,Praha,janskeho@ipcnet.cz,606 035 864,http://www.ipcgroup.cz,Lékárna,Ano,Ne,Mgr. Dana Langmajerová,Tier 1,unknown
95,LÉKÁRNA ipc Poruba,25965522,Ostrava,Hlavní třída 706/74,70800,Moravskoslezský kraj,poruba@ipcnet.cz,606 039 183,http://www.ipcgroup.cz,Lékárna (L),Ano,Ano,Mgr. Zuzana Nezvalová,Tier 1,unknown
95,Lékárna Lemon,06084567,Brno,Oblá 518/75a,63400,Jihomoravský kraj,brno.obla@lekarnalemon.cz,734 406 743,https://www.lekarnalemon.cz/,Lékárna,Ano,Ne,Mgr. Marián Michalides,Tier 1,unknown
95,Lékárna Letňany,27376401,Praha,Bechyňská 63,19900,Praha,"letnany@jh-lekarny.cz, eshop@jh-lekarny.cz","283920093, 733182891",http://www.jh-lekarny.cz/letnany/,Lékárna (L),Ano,Ano,PharmDr. Dagmar Vítová,Tier 1,unknown
95,Lékárna Medispot,28233832,Praha,Budějovická 2056/96,14000,Praha,lekarna@medispot.cz,724930705,https://lekarna.medispot.cz,Lékárna,Ano,Ne,Mgr. Silvia Badinková,Tier 1,unknown
95,Lékárna Na Kobližné,46978437,Brno,Kobližná 28/7,60200,Jihomoravský kraj,jiri_richter@volny.cz,542 212 110,https://lekkoblizna.cz/,Lékárna (L),Ano,Ano,RNDr. Jiří Richter,Tier 1,unknown
95,Lékárna Royale s.r.o.,24770302,Praha,Mladoboleslavská 565,19700,Praha,royale@volny.cz,"608164817, 286 852 323",http://www.lekarnaroyale.cz,Lékárna s OOVL,Ano,Ano,PharmDr. Petr Skalický,Tier 1,unknown
95,Lékárna Selská,19093781,Brno,Selská 57/102,61400,Jihomoravský kraj,lekarna@magistrmartin.cz,601 501 750,https://www.magistrmartin.cz/,Lékárna,Ano,Ne,Mgr. Martin Všetečka,Tier 1,unknown
95,Lékárna SPEA,64086747,Olomouc,nám. Národních hrdinů 769/2,77900,Olomoucký kraj,lekarna@spea.cz,585 505 115,http://www.spea.cz,Lékárna,Ano,Ano,Mgr. Bronislava Mecková,Tier 2,unknown
95,Lékárna St. MARIA,26365979,Karlovy Vary,Zámecký vrch 423/18,36001,Karlovarský kraj,lekarna.st.maria@seznam.cz,"355 335 777, 725 857 777",https://lekarnastmaria.cz,Lékárna,Ano,Ano,PharmDr. Jana Stará,Tier 2,unknown
95,Lékárna U Hvězdy,25478168,Chomutov,Písečná 5549,43004,Ústecký kraj,lekarnauhvezdy@centrum.cz,474 659 859,http://www.lekarnauhvezdy.cz,Lékárna,Ano,Ano,Mgr. Monika Vlasáková,Tier 2,unknown
95,Lékárna U Lázní,62744771,Teplice,Mlýnská 326/6,41501,Ústecký kraj,lulazni@tiscali.cz,417 578 400,http://www.leky-expres.cz,Lékárna,Ano,Ano,Mgr. Romana Sartori,Tier 2,unknown
95,Lékárna U Pöttingea,60800879,Olomouc,Palackého 626/3,77900,Olomoucký kraj,lekarnaupottingea@seznam.cz,585223782,http://www.mujlekarnik.cz,Lékárna,Ano,Ano,Mgr. Hana Hégrová,Tier 2,unknown
95,Lékárna U Zlatého Slunce,17325072,Praha,Křižíkova 159/56,18600,Praha,lekarnauzlatehoslunce@seznam.cz,224814568,http://www.lekarnauzlatehoslunce.cz,Lékárna,Ano,Ne,PharmDr. Ivona Moravcová,Tier 1,unknown
95,Lékárna Vltavínská,26750457,Třebíč,Vltavínská 1289/10,67401,Jihomoravský kraj,"hoblova@lekarna-vltavinska.cz, sobotkova@lekarna-vltavinska.cz","568 808 125 , 568 840 720",http://www.lekarna-vltavinska.cz,Lékárna,Ano,Ano,PhMr. Helena Hoblová,Tier 2,unknown
95,Lékárna Volksversand,27605060,Liberec,Tanvaldská 345,46311,Liberecký kraj,intex@lekarna-volksversand.cz,482 317 153,http://www.volksversand.de,Lékárna,Ano,Ano,Mgr. Markéta Tížková,Tier 2,unknown
95,Lékárna Vršovice,28415698,Praha,Kubánské náměstí 1327/15,10000,Praha,"info@lekarnavrsovice.cz, lekarna@lekarnavrsovice.cz",223 000 896,http://www.lekarnavrsovice.cz,Lékárna,Ano,Ne,PharmDr. Marie Brabencová,Tier 1,unknown
95,Lékárna 510 Holice,06990142,Olomouc,U solných mlýnů 622/2,77900,Olomoucký kraj,lekarna510@volny.cz,585313560,http://www.lekarna2.cz,Lékárna,Ano,Ano,PharmDr. Dagmar Kroupová,Tier 2,unknown
95,Magistra Lékárna Hostivař,24801011,Praha,Průmyslová 1472/11,10200,Praha,"info@magistra.cz, zakaznicky.servis@magistra.cz",774 766 817,https://www.magistra.cz,Lékárna,Ano,Ne,PharmDr. Eva Bah,Tier 1,unknown
95,ONLINELÉKÁRNA.CZ,11636726,Brno,Kounicova 966/67a,60200,Jihomoravský kraj,"info@onlinelekarna.cz, eshop@onlinelekarna.cz","549 211 188, 733 507 477",https://www.onlinelekarna.cz/,Lékárna,Ano,Ne,Mgr. Andrea Šlesingerová,Tier 1,unknown
95,Pilulka Lékárna,03615278,Praha,U tabulky 3019,19300,Praha,sklad@pilulka.cz,222 703 000,http://www.pilulka.cz,Lékárna,Ano,Ne,Mgr. Beata Coulibaly,Tier 1,unknown
95,Přímětická,47907347,Znojmo,Pod Svatým Janem 419/2,66904,Jihomoravský kraj,"lekarnik@volny.cz, lekarna@kezdravi.cz","515 228 355, 537 021 533",https://lekarnik.net/,Lékárna,Ano,Ano,PharmDr. Miroslav Sekera,Tier 2,unknown
95,Svatojánská lékárna,27460894,Hradec Králové,Pešinova 153/1,50008,Královéhradecký kraj,svatojanska@ipcnet.cz,495 264 701,http://www.ipcgroup.cz,Lékárna,Ano,Ano,PharmDr. Lenka Rusková,Tier 2,unknown
95,U Bílého jednorožce,46633723,Tábor,Palackého 351/6,39001,Jihočeský kraj,"leknovotna@volny.cz, talekarna@email.cz",381 253 681,http://www.talekarna.cz,Lékárna,Ano,Ano,Mgr. Marie Novotná,Tier 2,unknown
90,AVENTA,25598791,Brno,Česká 247/32,60200,Jihomoravský kraj,aventa@volny.cz,542 215 189,http://www.lekarna-aventa.cz/,Lékárna,Ne,Ano,PharmDr. Petra Kolaříková,Tier 1,unknown
90,BENU Lékárna,49621173,Praha,Nákupní 389/3,10200,Praha,praha.oceuropark@benu.cz,731 638 119,http://www.benu.cz,Lékárna,Ne,Ano,Mgr. Patricia Válková,Tier 1,unknown
90,BENU Lékárna,49621173,Praha,Vinohradská 1784/134,13000,Praha,praha.vinohradska@benu.cz,731 638 151,http://www.benu.cz,Lékárna,Ne,Ano,Mgr. Maroš Čupák,Tier 1,unknown
90,BENU Lékárna,49621173,Plzeň,Nádražní 102/9,32600,Plzeňský kraj,plzen.nadrazni@benu.cz,705 837 329,http://www.benu.cz,Lékárna,Ne,Ano,PharmDr. Markéta Svobodová,Tier 1,unknown
90,BENU Lékárna,22799729,Plzeň,Rokycanská 2656/2,30100,Plzeňský kraj,plzen.ocalbert@benu.cz,377 331 237,http://www.benu.cz,Lékárna,Ne,Ano,PharmDr. Ivana Krásná,Tier 1,unknown
90,BENU Lékárna,49621173,Brno,Medlánecká 2286/3,62100,Jihomoravský kraj,brno.reckovice@benu.cz,703 462 216,https://www.benu.cz/,Lékárna,Ne,Ano,Mgr. Alena Strnadová,Tier 1,unknown
90,BENU Lékárna,49621173,Praha,Chlumecká 765/6,19800,Praha,praha.occernymost@benu.cz,731 638 011,http://www.benu.cz,Lékárna,Ne,Ano,PharmDr. Iveta Baumgartnerová,Tier 1,unknown
90,BENU Lékárna,49621173,Brno,Sportovní 594/21,61200,Jihomoravský kraj,brno.ockaufland3@benu.cz,703 462 242,https://www.benu.cz/,Lékárna,Ne,Ano,Mgr. Lada Mrázková,Tier 1,unknown
